Company_name,Trading_name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change Percentage,52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
Legacy Footwear Ltd.,LEGACYFOOT,60.10,60.10,3:45 PM,59.20 - 60.40,-0.3,3.04,-0.50%,50.50 - 84.40,60.40,"51,137.00",60.40,110,60.40,790.031,750.00,,130.80,Equity,10.0,1,"13,079,980",Tannery Industries,"House # 133 (Ground Floor), Lane # 01, (West Side), D.O.H.S, Baridhara, Dhaka",02-8415983,88 - 02 - 8415983,legacyfl@hotmail.com,http://www.legacyfootwearltd.com,Md. Abul Quasem,'01979977081,,legacyfl@hotmail.com
LafargeHolcim Bangladesh Limited,LHBL,65.50,65.50,3:45 PM,64.20 - 66.00,0,80.29,0.00%,59.70 - 107.50,64.20,"1,234,936.00",65.50,"1,202",65.50,"76,069.964","14,000.00",,"11,613.70",Equity,10.0,1,"1,161,373,500",Cement,"Nina Kabbo (Level-7), 227/A Bir Uttam Mir Shawkat Sarak, Gulshan-Tejgaon Link Road, Tejgaon, Dhaka-1208","+ 88 02 222281002, 222286393 Ext.-503 &506, +88 01713044429 (Share office)",+ 88 02 222286394,info.cs@lafargeholcim.com,http://www.lafargeholcim.com.bd,Mr. Kazi Mizanur Rahman,01713043635,"222281002, 222286393 Ext. 501",mizanur.rahman@lafargeholcim.com
Libra Infusions Limited,LIBRAINFU,904.70,904.70,3:45 PM,898.00 - 946.40,2.2,16.16,0.24%,"583.00 - 1,159.50",907.80,"17,515.00",902.50,871,902.50,"1,355.483",100.00,,15.02,Equity,10.0,1,"1,501,920",Pharmaceuticals & Chemicals,"I/7, Mirpur I/E (Rupnogor), Section # 2, Mirpur Dhaka - 1216.","48040254-5, 48031487, 48032812-3",+88-02-58055489,libra@libragroupbd.com,http://www.libragroupbd.com,Md. Shafiqul Islam Bhuyan,01972-482304,"48040254-5,   137",cs@libragroupbd.com
Linde Bangladesh Limited,LINDEBD,"1,403.60","1,403.60",3:45 PM,"1,397.50 - 1,410.00",-3.1,7.38,-0.22%,"1,340.00 - 1,979.80","1,408.00","5,266.00","1,406.70",318,"1,406.70","21,407.583",200.00,,152.18,Equity,10.0,1,"15,218,300",Fuel & Power,"285, Tejgaon I/A, Dhaka - 1208",+8802.8870322-7,+8802.8870336,info.bd@linde.com,http://www.linde.com.bd,Mr. Abu Mohammad Nisar,+8801713038837,+8802.8870322-7 (205-Extn),abu.nisar@linde.com
Taufika Foods and Lovello Ice-cream PLC,LOVELLO,38.50,38.20,3:45 PM,36.30 - 38.90,1.6,11.29,4.34%,29.20 - 54.00,36.40,"303,480.00",36.90,330,36.90,"3,136.500","1,000.00","10 Feb, 2021",850.00,Equity,10.0,1,"85,000,000",Food & Allied,"Plot # 80, Road # 2, Banani (chairman Bari), Level - 4A & 4B, Dhaka 1213.",02-9841286-8,02-9841289,lovello@lovello.club,http://www.taufikagroup.com,A.K.M Zakaria Hossain FCMA,01841102545,02-9841286-8,zakaria@lovello.club
Lub-rref (Bangladesh) Limited,LRBDL,35.80,35.80,3:45 PM,34.50 - 36.40,0.6,13.02,1.70%,30.40 - 55.30,34.50,"369,972.00",35.20,468,35.20,"5,112.559","2,500.00","09 Mar, 2021","1,452.43",Equity,10.0,1,"145,243,144",Fuel & Power,"Rupayan Trade Center, Space # 5 (7th floor), 114, Kazi Nazrul Islam Avenue, Dhaka-1000.","'02-43151995, 02-43150036",'02-43151091,info@lub-rref.com,http://www.lub-rref.com,Md. Moshihor Rahman FCS,'01977266193,"'02-43151995, 02-43150036. Ext.118",cs@lub-rref.com
LR Global Bangladesh Mutual Fund One,LRGLOBMF1,6.50,6.40,3:45 PM,6.30 - 6.50,0.1,0.24,1.56%,6.30 - 9.70,6.40,"37,327.00",6.40,22,6.40,"1,990.914",-,,"3,110.80",Mutual Fund,10.0,1,"311,080,332",Mutual Funds,"LR Global Bangladesh Asset Management Company Limited, Concord I-K Tower (4th Floor), Plot # 2,Block # CEN(A), Gulshan-2, Dhaka 1212","+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188",(+8802) 9895689,info@lrglobalbd.com,http://www.lrglobalbd.com,,,,
Maksons Spinning Mills Limited,MAKSONSPIN,22.70,22.70,3:45 PM,21.50 - 23.10,0.8,35.91,3.65%,18.50 - 35.50,21.60,"1,628,532.00",21.90,844,21.90,"5,217.293","5,000.00",,"2,382.33",Equity,10.0,1,"238,232,538",Textile,"House No. # 17, Road No. # 6, Sector # 1, Uttara , Dhaka-1230.","8933612 ,8933613",8933656,noor@maksonsgroup.com.bd,http://www.maksonsgroup.com.bd,Noor Mohammad,01841166214,"8933612 ,8933613",noor@maksonsgroup.com.bd
Malek Spinning Mills Ltd.,MALEKSPIN,27.70,27.70,3:45 PM,26.00 - 28.10,1.2,30.39,4.53%,24.70 - 41.40,26.40,"1,126,817.00",26.50,724,26.50,"5,130.400","3,000.00",,"1,936.00",Equity,10.0,1,"193,600,000",Textile,"Tower-117, 117/A, Tejgaon Industrial Area, Dhaka-1208","+8809612111177-92, +880-2-8878062, +880-2-8878065",+880-2-8878064,allabj@newasiabd.com,http://www.malekspinning.com,Syed Saiful Haque,01709998861,"+8809612111177-92 Ext.-184, +880-2-8878062, +880-2-8878065",saiful.msm@knitasia.com
Marico Bangladesh Limited,MARICO,"2,420.50","2,419.70",3:45 PM,"2,402.70 - 2,420.50",12.6,4.55,0.52%,"2,261.00 - 2,494.90","2,404.30","1,886.00","2,407.90",128,"2,407.90","75,848.850",400.00,,315.00,Equity,10.0,1,"31,500,000",Pharmaceuticals & Chemicals,"The Glass House, Floor- 06, Plot- 02, Block- SE(B), Gulshan Avenue, Dhaka- 1212","8931202, 9897180","8932322, 9897140",info@marico.com,http://marico.com/bangladesh,,,,
Matin Spinning Mills Ltd.,MATINSPINN,79.30,79.30,3:45 PM,71.10 - 79.50,7,196.94,9.68%,52.70 - 80.20,72.50,"2,581,494.00",72.30,"2,647",72.30,"7,048.527","1,500.00","08 Apr, 2014",974.90,Equity,10.0,1,"97,490,000",Textile,"Corporate office: Capital South Avenue Tower, 6th Floor, House No. 50, Road No. 3, Gulshan Avenue, Gulshan 1, Dhaka-1212.rnRegistered Office: Sardaganj, kashimpur, Gazipur, Dhaka.","+880-2-7790070-72, 02-58817735, 01955538019",+880-2-58817736,secretary@msml.dbl-group.com,http://www.matinspinning.com,"Md. Shah Alam Miah, FCS",01713365457,+880-2-58817735 Ext-226,shahalam@ho.dbl-group.com
MBL 1st Mutual Fund,MBL1STMF,6.70,6.60,3:45 PM,6.40 - 6.70,0.2,0.80,3.08%,6.40 - 9.80,6.40,"121,540.00",6.50,37,6.50,650.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"LR Global Bangladesh, Asset Management Company Ltd.,Concord IK Tower (4th Floor), Plot # 2, Block # CEN (A), Gulshan-2, Dhaka-1212.","+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188",(+8802) 9895689,info@lrglobalbd.com,http://www.lrglobalbd.com,,,,
Meghna Condensed Milk Industries Ltd.,MEGCONMILK,42.80,42.80,3:45 PM,42.80 - 45.70,-0.8,20.61,-1.83%,13.50 - 45.70,44.10,"470,076.00",43.60,901,43.60,697.600,800.00,,160.00,Equity,10.0,1,"16,000,000",Food & Allied,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",9882515,9881977,info@mgoldbd.com,http://www.mgoldbd.com,,,,
Meghna Cement Mills Ltd.,MEGHNACEM,69.10,68.60,3:45 PM,66.50 - 71.90,1.3,0.99,1.92%,64.40 - 105.00,71.90,"14,485.00",67.80,56,67.80,"1,942.587","5,000.00",,286.52,Equity,10.0,1,"28,651,728",Cement,"Bashundhara Industrial Head Quarters-1, Plot-3 , Umme Kulsum Road, Block-G, Bashundhara R/A, Dhaka-1229.","+ 88 02 8431024-8, + 88 02 8432008-17",+ 88 02 8431236,shahriar.molla@bg.com.bd,http://www.meghnacement.com/,Md. Asaduzzaman ACS,+880 1706691243,+ 88 02 8431024-8 Extn- 6780,m.asad@bg.com.bd
Meghna Insurance Company Limited,MEGHNAINS,44.50,44.50,3:45 PM,44.50 - 44.50,-0.9,0.49,-1.98%,11.00 - 59.60,44.50,"11,027.00",45.40,99,45.40,"1,816.000","1,000.00","08 Jun, 2022",400.00,Equity,10.0,1,"40,000,000",Insurance,"Pritam Zaman Tower (4th Floor), 37/2, Purana Paltan, Dhaka-1000",88-02-41050894-8,88-02-41050902,cs@micl.com.bd,http://www.micl.com.bd,,,,
Meghna Life Insurance Co. Ltd.,MEGHNALIFE,62.10,62.70,3:45 PM,61.20 - 63.40,-0.3,3.42,-0.48%,61.20 - 127.00,62.00,"55,163.00",62.40,164,62.40,"2,405.532",600.00,,385.50,Equity,10.0,1,"38,550,200",Insurance,"11/B & 11/D, Toy Nobi Circular Road, Motijheel C/A, Dhaka-1000","9558297,  9558993, 9556204",88-02-9578113,info@meghnalife.com,http://www.meghnalife.com,Mr. Aziz Ahmed,01819-215129,47117640,mlicl.cosec@gmail.com
Meghna Pet Industries Ltd.,MEGHNAPET,41.50,41.50,3:45 PM,41.50 - 44.30,-0.8,6.86,-1.89%,14.50 - 45.00,44.30,"163,529.00",42.30,415,42.30,507.600,300.00,,120.00,Equity,10.0,1,"12,000,000",Food & Allied,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",9882515,9881977,info@mgoldbd.com,http://www.mgoldbd.com,,,,
Mercantile Bank Ltd.,MERCANBANK,13.80,13.70,3:45 PM,13.50 - 13.80,0.1,18.69,0.73%,13.50 - 20.50,13.50,"1,376,632.00",13.70,349,13.70,"14,862.827","12,000.00",,"10,848.80",Equity,10.0,1,"1,084,877,878",Bank,"61, Dilkusha C/A,  Dhaka - 1000","02-223382295 Ext.: 520,113, 212",02-223381030 (Share Dept.),share@mblbd.com,http://www.mblbd.com,Mr. Abu Asghar G. Haruni,01713082170,"02-9559333,  02-9553892 Ext.: 209  Direct: 02-9562702",haruni@mblbd.com
Mercantile Insurance Co. Ltd.,MERCINS,32.10,31.80,3:45 PM,30.80 - 32.70,0.8,0.50,2.56%,30.80 - 63.00,31.30,"16,002.00",31.30,36,31.30,"1,348.885","1,000.00",,430.95,Equity,10.0,1,"43,095,360",Insurance,"Red Cresent House (1st Floor), 61, Motijheel , Commercial Area,Dhaka-1000",9557662-5,9562301,mercantileins2017@gmail.com,http://www.mercantileins.com,Abdur Rahman,01727325514,9557662-5 Ex-118,mercantileins2017@gmail.com
Metro Spinning Ltd.,METROSPIN,26.20,26.20,3:45 PM,24.50 - 26.30,1.3,38.94,5.22%,16.60 - 35.70,25.20,"1,526,378.00",24.90,"1,237",24.90,"1,536.287","1,000.00",,616.98,Equity,10.0,1,"61,698,275",Textile,"House # 17, Road # 6, Sector # 1, Uttara, Dhaka- 1230",8933612 8933613,8933656,mozammel@maksonsgroup.com.bd,http://www.maksonsgroup.com.bd,Md. Mozzamel Hoque,01841166110,8933612 8933613,mozammel@maksonsgroup.com.bd
Mozaffar Hossain Spinning Mills Ltd.,MHSML,26.90,26.90,3:45 PM,25.80 - 27.50,0.6,4.78,2.28%,18.00 - 40.40,25.90,"181,856.00",26.30,214,26.30,"2,656.126","3,000.00","21 Jan, 2014","1,009.93",Equity,10.0,1,"100,993,374",Textile,"House No- 315, Road No. 4, Baridhara DOHS, Dhaka- 1206","01777-769736, 880963-9203040 Extension No.118 or 109",88-02-8415964,ilyas@simgroup-bd.com,http://www.simgroup-bd.com,Haris Alam,01708-483355,880963-9203040 Extension No. 109,haris@simgroup-bd.com
MIDAS Financing Ltd.,MIDASFIN,13.30,13.30,3:45 PM,12.90 - 13.40,0.2,2.87,1.53%,12.20 - 25.80,13.00,"220,936.00",13.10,115,13.10,"1,866.329","2,000.00",,"1,424.68",Equity,10.0,1,"142,467,829",Financial Institutions,"\""MIDAS Centre\"", House # 05, (Floor # 10 & 11), Road # 16 (New), Dhanmondi, Dhaka-1209",09611221055,880-2-8142085,info@mfl.com.bd,http://www.mfl.com.bd,Mr. Tanvir Hasan,01715094176,09611221055 Ext-211,secretary@mfl.com.bd
Miracle Industries Ltd.,MIRACLEIND,34.60,34.60,3:45 PM,34.60 - 35.60,-0.7,31.67,-1.98%,23.70 - 47.40,34.70,"912,371.00",35.30,915,35.30,"1,243.197",500.00,,352.18,Equity,10.0,1,"35,218,057",Miscellaneous,"Plot No.: 113/B (3rd Floor), Tejgaon Industrial Area, Dhaka-1208.","8818029, 8818028",9886056,info@miraclebd.com,http://www.miracle.com.bd,Dewan Mohammad Jahidul Islam FCS,01777-709705,,cs@miraclebd.com
Mir Akhter Hossain Limited,MIRAKHTER,51.60,51.60,3:45 PM,50.20 - 52.30,0.4,3.89,0.78%,50.20 - 103.00,50.20,"76,797.00",51.20,219,51.20,"6,183.503","2,000.00","02 Feb, 2021","1,207.72",Equity,10.0,1,"120,771,547",Engineering,"Red Crescent Borak Tower, Level 07 & 10, 37/3/A, Eskaton Garden, Dhaka-1000","02-55138529, 55138533-35",02-55138530-31,info@mirakhter.net,http://www.mirakhter.net,Md. Masbaus Sunnah,01313-078620,+88 02 55138529,info@mirakhter.net
Mithun Knitting and Dyeing Ltd.,MITHUNKNIT,19.10,19.10,3:45 PM,18.40 - 19.50,0.4,9.84,2.14%,10.50 - 26.30,18.40,"529,005.00",18.70,302,18.70,607.585,800.00,,324.91,Equity,10.0,1,"32,491,162",Textile,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.","88-02-222262803, 88-02-222260264, 88-02-222260458",88-02-222262803,companysecretary.btg@gmail.com,http://www.mkdl-cepz.com.bd,Mohamad Shohel Rana,01758069252,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com
MJL Bangladesh Limited,MJLBD,86.70,86.70,3:45 PM,85.00 - 88.80,0.4,3.08,0.46%,82.30 - 116.00,86.30,"35,479.00",86.30,253,86.30,"27,335.700","10,000.00",,"3,167.52",Equity,10.0,1,"316,752,027",Fuel & Power,"Corporate Off: Mobil House, CWS (A) 13/A, Gulshan Avenue, Bir Uttam Mir Shawkat Sarak, Dhaka-1212,  Share Office: House-73, Block-K, Suhrawardy Avenue, Baridhara, Dhaka-1212","+88 (02) 9849510, 01713436364",+88 (02) 9885269,enquiry@mobilbd.com,http://www.mjlbl.com,Md. Rokibul Kabir,01730336964,,rokibul.kabir@mobilbd.com
M.L. Dyeing Limited,MLDYEING,25.30,25.30,3:45 PM,25.30 - 25.50,-0.5,47.65,-1.94%,19.50 - 34.80,25.30,"1,882,836.00",25.80,583,25.80,"5,996.800","3,100.00","17 Sep, 2018","2,324.34",Equity,10.0,1,"232,434,090",Textile,"House# 11 (Floor:6-A), Road# 12, Block# F, Niketon, Gulshan-1rnDhaka.",+88-02-48810050,+88-2-48810055,info@mldyeing.com,http://www.mldyeing.com,A. K. M. Atiqur Rahman,01714589883,"+88-02-48810050, Ext.-230",atik26mar@gmail.com
Monno Agro & General Machinery Limited,MONNOAGML,468.80,468.80,3:45 PM,463.20 - 496.90,0.3,1.56,0.06%,447.20 - 890.90,496.90,"3,319.00",468.50,138,468.50,"1,280.129","1,000.00",,27.32,Equity,10.0,1,"2,732,400",Engineering,"Head Office: Islampur, Dhamrai, Dhaka-1350, BangladeshrnrnShare Office: 9, Wyre Street, Wari, Dhaka-1203.","9559359, 47110387",,share@monno-group.com,http://www.monno-group.com,Benoy Paul ACS,01755559168,"47110387, 9559359",share@monno-group.com
Monno Ceramic Industries Ltd.,MONNOCERA,99.50,99.50,3:45 PM,96.40 - 101.00,1.2,8.14,1.22%,94.20 - 182.00,98.30,"83,242.00",98.30,396,98.30,"3,708.300","1,000.00",,377.24,Equity,10.0,1,"37,724,317",Ceramics Sector,"Head Office: Islampur, Dhamrai, Dhaka-1350, BangladeshrnrnShare Office:9, Wyre Street, Wari, Dhaka-1203.","9559359, 47110387",,share@monno-group.com,http://www.monno-group.com,Nasir Uddin ACS,'01720979628,"9559359, 47110387",share@monno-group.com
Monno Fabrics Limited,MONNOFABR,24.90,24.90,3:45 PM,22.90 - 25.10,1.6,46.18,6.87%,17.10 - 32.60,23.70,"1,921,687.00",23.30,"1,425",23.30,"2,679.500","5,000.00","13 Jun, 2021","1,150.00",Equity,10.0,1,"115,000,000",Textile,"9, Wyer Street, Wari, Dhaka-1203.","47123449, 47110387",,share@monno.com; benoypaul2019@gmail.com,http://www.monno-group.com,Mr. Jishan Ahmed Siddiquee,01313 355510,"'02 2233 85488, 02 2233 82185",jishan.ahmed@monno-fabrics.com
Bangladesh Monospool Paper Manufacturing Co. Limited,MONOSPOOL,147.90,147.90,3:45 PM,147.10 - 148.60,-2.2,14.36,-1.47%,133.10 - 275.00,147.10,"97,563.00",150.10,429,150.10,"1,409.263",500.00,"13 Jun, 2021",93.89,Equity,10.0,1,"9,388,825",Paper & Printing,"Plot # 314/A, Road # 18, Bashundhara Residential Area, Dhaka-1229.",+880-2-8401883-7,+880-2-8401887,secretary@bdg.com.bd,https://mpmc.com.bd,Md. Mustafizur Rahman,'01847091027,"+880-2-8401883-6, Ext-702",secretary@bdg.com.bd
Meghna Petroleum Limited,MPETROLEUM,199.50,199.50,3:45 PM,198.50 - 200.00,0.8,4.56,0.40%,184.50 - 221.00,198.70,"22,864.00",198.70,101,198.70,"21,502.541","4,000.00",,"1,082.16",Equity,10.0,1,"108,216,108",Fuel & Power,"58, Agrabad C/A, Chattogram.",031-711897  Ext: 326,031-2514662,md@mpl.gov.bd,http://www.mpl.gov.bd,Reza Md. Riazuddin,o1959-929001,031-711891-7 Ext: 332,rezaujjal@gmail.com
Mutual Trust Bank Ltd.,MTB,16.70,16.70,3:45 PM,16.30 - 16.90,0.1,0.36,0.60%,16.30 - 22.20,16.40,"21,641.00",16.60,46,16.60,"13,487.428","10,000.00",,"8,124.96",Equity,10.0,1,"812,495,660",Bank,"MTB Centre, 26, Gulshan Avenue, Plot 5, Block SE(D), Gulshan 1, Dhaka-1212","880(2) 48321215, 880(2) 9846966",880(2) 9844303,info@mutualtrustbank.com,http://www.mutualtrustbank.com,Malik Muntasir Reza,01730441914,880(2)9895965,mm.reza@mutualtrustbank.com
Nahee Aluminum Composite Panel Ltd.,NAHEEACP,65.50,65.50,3:45 PM,63.90 - 67.70,0.3,5.53,0.46%,37.80 - 75.90,67.70,"85,406.00",65.20,323,65.20,"4,457.082","1,200.00","24 Dec, 2017",683.60,Equity,10.0,1,"68,360,160",Engineering,"House. 26, Road. 3, Block. I, Banani, Dhaka-1213.","01777763460, 88-02-9871410, 9871402, 9872183",88-02-9870824,"pinto@nahee.com.bd, jahurul@nahee.com.bd, patrick@nahee.com.bd",http://www.nahee.com.bd,Mohammad Jahurul Islam Sheikh,01730097865,"88-02-9871410, 9871402, 9872183 Ext-208",jahurul@nahee.com.bd
National Life Insurance Company Ltd.,NATLIFEINS,178.50,179.30,3:45 PM,177.00 - 181.00,-2,0.23,-1.11%,120.10 - 261.00,177.00,"1,307.00",180.50,35,180.50,"19,588.218","2,000.00",,"1,085.22",Equity,10.0,1,"108,521,981",Insurance,"NLI TOWER, 54-55, Kazi Nazrul Islam Avenue,Karwan Bazar, Dhaka-1215","58151271, 58151089, 58151490, 02-9115906",88-02-8144237,info@nlibd.com,http://www.nlibd.com,Md. Abdul Wahab Mian,01713-192399,02-9115906,info@nlibd.com
Navana CNG Limited,NAVANACNG,26.90,26.90,3:45 PM,26.50 - 27.30,0.1,1.77,0.37%,26.20 - 43.70,26.60,"66,330.00",26.80,92,26.80,"1,928.395","1,500.00",,719.55,Equity,10.0,1,"71,955,021",Engineering,"Corporate Office: 205-207, Tejgaon I/A, Dhaka- 1208",+8802 223381812,+8802 223383224,share@navanacng.com,http://www.navanacng.com,Mr. Nafis Ahmed,01811448104,,nafis_cs@navanacng.com
National Bank Ltd.,NBL,8.40,8.40,3:45 PM,8.20 - 8.60,0.1,91.84,1.20%,7.10 - 9.20,8.20,"11,041,783.00",8.30,729,8.30,"26,723.838","50,000.00",,"32,197.40",Equity,10.0,1,"3,219,739,571",Bank,"116/1, Kazi Nazrul Islam Avenue, Banglamotor, Ramna, Dhaka",+88-02-41032461-63,"88-02-9563953, 9569404",board.sect@nblbd.com,http://www.nblbd.com,Md. Kaiser Rashid,+8801701215273,+880-2-41032411,board.sect@nblbd.com
National Credit and Commerce Bank Ltd.,NCCBANK,13.90,13.90,3:45 PM,13.60 - 14.00,0.1,2.92,0.72%,13.60 - 17.90,13.80,"211,069.00",13.80,120,13.80,"14,032.819","20,000.00","28 May, 2000","10,168.70",Equity,10.0,1,"1,016,870,967",Bank,"NCC Bank Bhabanrn(5th Floor) 13/1 & 13/2 Toyenbee Circular RoadrnMotijheel C/A, Dhaka-1000","880-2-223381901, 223381903-4, 223383981-3",880-2-223386290,boarddivision@nccbank.com.bd,http://www.nccbank.com.bd,"Md. Monirul Alam, FCS","01707073444, 01711594510","880-2-223381085, 01865430334",monirul.alam@nccbank.com.bd
NCCBL Mutual Fund-1,NCCBLMF1,7.00,6.80,3:45 PM,6.80 - 7.00,0.1,0.36,1.45%,6.70 - 9.40,6.80,"53,127.00",6.90,19,6.90,748.673,-,,"1,085.03",Mutual Fund,10.0,1,"108,503,401",Mutual Funds,"Head Office: LR Global Bangladesh Asset Management Company Ltd., Concord IK Tower(4th Flr), Plot # 2, Block # CEN(A), Gulshan - 2, Dhaka-1212.","+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188",(+8802) 9895689,info@lrglobalbd.com,http://www.lrglobalbd.com,,,,
New Line Clothings Limited,NEWLINE,44.40,44.40,3:45 PM,44.40 - 44.40,-0.9,0.40,-1.99%,27.20 - 49.40,44.40,"9,100.00",45.30,5,45.30,"3,557.529","1,000.00","27 May, 2019",785.33,Equity,10.0,1,"78,532,650",Textile,"Rain Drops, Flat # B3, House # 3, Road # 35rnSector # 7, Uttara, Dhaka-1230.","8802-48964983, 8802- 9297403, 8802-9297415, 8802-9297417",8802-9297405,info@newline.com.bd,http://www.newline.com.bd,Md. Mozammel Hossain,8801712022151,"8802- 9297403, 8802-9297415, 8802-9297417",mhossain.nlcl@gmail.com
National Feed Mill Limited,NFML,16.90,16.90,3:45 PM,16.50 - 17.00,0.1,6.21,0.60%,15.80 - 36.00,16.50,"372,721.00",16.80,313,16.80,"1,568.470","2,000.00","19 Jan, 2015",933.61,Equity,10.0,1,"93,361,325",Miscellaneous,"ABC North Ridge, Apartment # A/5, (5th Floor) House # 51, Road # 15rnSector-03, Uttara, Dhaka-1230",02-48950746,02-58955257,General@nationalgroup-bd.com,http://www.nationalgroup-bd.com,Md. Arifur Rahman,01730066275,02-48950746,General@nationalgroup-bd.com
National Housing Fin. and Inv. Ltd.,NHFIL,42.00,42.00,3:45 PM,40.30 - 42.40,0.9,13.72,2.19%,40.30 - 94.20,40.50,"333,828.00",41.10,409,41.10,"4,809.982","2,000.00",,"1,170.31",Equity,10.0,1,"117,031,200",Financial Institutions,"Concord Baksh Tower (7th floor), Plot- 11-A, Road- 48, Gulshan- 2, Dhaka-1212.","09609200555, 02-9670612-4, 9677181-2.",02-58811652,cs@nationalhousingbd.com,http://www.nationalhousingbd.com,"Md. Sarwar Kamal, FCS",01787-661913,096090200555 (Ext.-104),sarwar@nationalhousingbd.com/ cs@nationalhousingbd.com
Nitol Insurance Co. Ltd.,NITOLINS,41.70,41.70,3:45 PM,40.70 - 43.60,0.2,2.59,0.48%,40.70 - 70.80,43.60,"62,885.00",41.50,94,41.50,"1,668.617",500.00,,402.08,Equity,10.0,1,"40,207,639",Insurance,"Police Plaza Concord, Tower - 2 (6th Floor), Plot - 2, Road - 144, Gulshan-1, Dhaka-1212",02-55045202-05,02-55045206,info@nitolinsurance.com,http://www.nitolinsurance.com,Md. Shakhawat Hossain,01713142754,"02-55045202-05, (Ext-107)",shakhawat_cs@nitolinsurance.com
Northern Jute Manufacturing Co. Ltd.,NORTHERN,233.00,232.60,3:45 PM,227.20 - 234.60,1.2,1.03,0.52%,217.00 - 430.00,230.00,"4,515.00",231.80,108,231.80,496.516,100.00,,21.42,Equity,10.0,1,"2,142,000",Jute,"DH Tower, 06 Panthapath, Kawran Bazar, Dhaka-1215","02-55013506, 071-61884-85",nil,info@northernjute.com,http://www.northernjute.com,Shahadat Hossain Patwary,01713755517,"55013506, Ext-133",cs@northernjute.com
Northern Islami Insurance Limited,NORTHRNINS,41.00,40.80,3:45 PM,39.00 - 41.00,1.5,0.60,3.80%,39.00 - 64.90,39.00,"15,075.00",39.50,39,39.50,"1,685.055","1,000.00",,426.60,Equity,10.0,1,"42,659,611",Insurance,"W.W.Tower (Level# 12 & 13), 68,Motijheel C/A, Dhaka-1000, Bangladesh.","9559077-79, 47113043","88-02-9551579, 47113724","info@niil.com.bd, share@niil.com.bd",http://www.niil.com.bd,M.H. Galib,01919279817,9570215,share@niil.com.bd
National Polymer Industries Ltd.,NPOLYMER,51.80,51.80,3:45 PM,50.20 - 52.10,1,20.24,1.97%,48.50 - 72.10,50.80,"396,012.00",50.80,529,50.80,"3,707.570","3,000.00",,729.84,Equity,10.0,1,"72,983,668",Engineering,"NPOLY HOUSE, GA-99/3, Progati Shoroni, Middle Badda, Dhaka-1212.","+8802-58812926, 58813039",+880258814967,info@nationalpolymer.net,http://www.nationalpolymer.net,Md. Abdul Maleque,01970303879,"58812926, 58813039, 58813049,  Ext.144",maleque@nationalpolymer.net
NRB Commercial Bank Limited,NRBCBANK,17.70,17.70,3:45 PM,17.60 - 17.90,-0.2,20.54,-1.12%,17.60 - 40.80,17.60,"1,164,705.00",17.90,359,17.90,"13,203.807","10,000.00","22 Mar, 2021","7,376.43",Equity,10.0,1,"737,642,847",Bank,"114, Motijheel C/A, Dhaka-1000",02223353422-30,02-9573421,share@nrbcommercialbank.com,http://www.nrbcommercialbank.com,Md. Reaz Uddin Asif,01955502073,"02223353422-30, Ext. 105",reaz.asif@nrbcommercialbank.com
National Tea Company Ltd.,NTC,610.70,610.70,3:45 PM,597.20 - 617.90,1.4,2.00,0.23%,500.00 - 945.00,610.00,"3,302.00",609.30,121,609.30,"4,021.380",250.00,,66.00,Equity,10.0,1,"6,600,000",Food & Allied,"BGIC TOWER (7th Floor), 34, Topkhana Road, Dhaka-1000.",9515929,9576395,admin@ntclbd.org,http://www.ntclbd.org,A.K. Azad Chowdhury,01815726244,9515929,csi@ntclbd.org
National Tubes Limited,NTLTUBES,81.70,81.70,3:45 PM,78.60 - 82.00,1.5,7.32,1.87%,72.20 - 129.90,78.70,"91,553.00",80.20,354,80.20,"2,792.709","1,000.00",,348.22,Equity,10.0,1,"34,821,803",Engineering,"131-142 Tongi I/A, Gazipur, Dhaka","9812783,  9810134,9812786, 9812782, 9812781",,ntl.bsec.bd@gmail.com,http://www.ntl.gov.bd,Pranjit Paul,01854794095,02-9812782,pranjitpaul77@gmail.com
Nurani Dyeing & Sweater Limited,NURANI,7.10,7.10,3:45 PM,7.10 - 7.30,-0.1,5.92,-1.39%,6.20 - 11.80,7.10,"831,964.00",7.20,224,7.20,882.900,"1,500.00","01 Jun, 2017","1,226.25",Equity,10.0,1,"122,625,030",Textile,"White House, Holding No: 1260, West Ukil Para, Feni Sadar, Feni",088-02-8391790,088-02-8391791,-,http://www.ndsl-bd.com,,,,
